county,precinct,office,district,party,candidate,votes,election_day,early,absentee
Grand Traverse,Garfield Twp Pct 7,Member of the State Board of Education,,REP,REP Nikki Snyder,525,259,157,109
Grand Traverse,Grant Twp Pct 1,Member of the State Board of Education,,REP,REP Nikki Snyder,544,358,186,0
Grand Traverse,Green Lake Twp Pct 1,Member of the State Board of Education,,REP,REP Nikki Snyder,910,279,350,281
Grand Traverse,Green Lake Twp Pct 2,Member of the State Board of Education,,REP,REP Nikki Snyder,753,243,314,196
Grand Traverse,Green Lake Twp Pct 3,Member of the State Board of Education,,REP,REP Nikki Snyder,536,174,201,161
Grand Traverse,Long Lake Twp Pct 1,Member of the State Board of Education,,REP,REP Nikki Snyder,892,318,223,351
Grand Traverse,Long Lake Twp Pct 2,Member of the State Board of Education,,REP,REP Nikki Snyder,1047,322,276,449
Grand Traverse,Long Lake Twp Pct 3,Member of the State Board of Education,,REP,REP Nikki Snyder,1356,392,358,606
Grand Traverse,Mayfield Twp Pct 1,Member of the State Board of Education,,REP,REP Nikki Snyder,680,528,152,0
Grand Traverse,Paradise Twp Pct 1,Member of the State Board of Education,,REP,REP Nikki Snyder,951,524,427,0
Grand Traverse,Paradise Twp Pct 2,Member of the State Board of Education,,REP,REP Nikki Snyder,741,396,345,0
Grand Traverse,Peninsula Twp Pct 1,Member of the State Board of Education,,REP,REP Nikki Snyder,1072,284,140,648
Grand Traverse,Peninsula Twp Pct 2,Member of the State Board of Education,,REP,REP Nikki Snyder,1003,229,168,606
Grand Traverse,Union Twp Pct 1,Member of the State Board of Education,,REP,REP Nikki Snyder,218,182,36,0
Grand Traverse,Whitewater Twp Pct 1,Member of the State Board of Education,,REP,REP Nikki Snyder,1131,375,232,524
Grand Traverse,Traverse City Pct 1,Member of the State Board of Education,,REP,REP Nikki Snyder,538,186,125,227
Grand Traverse,Traverse City Pct 3,Member of the State Board of Education,,REP,REP Nikki Snyder,421,130,111,180
Grand Traverse,Traverse City Pct 7,Member of the State Board of Education,,REP,REP Nikki Snyder,476,193,134,149
Grand Traverse,Traverse City Pct 8,Member of the State Board of Education,,REP,REP Nikki Snyder,428,129,147,152
Grand Traverse,Traverse City Pct 9,Member of the State Board of Education,,REP,REP Nikki Snyder,532,183,116,233
Grand Traverse,Traverse City Pct 10,Member of the State Board of Education,,REP,REP Nikki Snyder,571,190,165,216
Grand Traverse,Acme Twp Pct 1,Member of the State Board of Education,,REP,REP Tom McMillin,882,244,247,391
Grand Traverse,Acme Twp Pct 2,Member of the State Board of Education,,REP,REP Tom McMillin,605,174,127,304
Grand Traverse,Blair Twp Pct 1,Member of the State Board of Education,,REP,REP Tom McMillin,575,216,215,144
Grand Traverse,Blair Twp Pct 2,Member of the State Board of Education,,REP,REP Tom McMillin,1025,286,413,326
Grand Traverse,Blair Twp Pct 3,Member of the State Board of Education,,REP,REP Tom McMillin,601,187,222,192
Grand Traverse,Blair Twp Pct 4,Member of the State Board of Education,,REP,REP Tom McMillin,601,226,237,138
Grand Traverse,East Bay Twp Pct 1,Member of the State Board of Education,,REP,REP Tom McMillin,746,197,237,312
Grand Traverse,East Bay Twp Pct 2,Member of the State Board of Education,,REP,REP Tom McMillin,861,259,265,337
Grand Traverse,East Bay Twp Pct 3,Member of the State Board of Education,,REP,REP Tom McMillin,651,187,173,291
Grand Traverse,East Bay Twp Pct 4,Member of the State Board of Education,,REP,REP Tom McMillin,747,158,258,331
Grand Traverse,East Bay Twp Pct 5,Member of the State Board of Education,,REP,REP Tom McMillin,799,226,277,296
Grand Traverse,Fife Lake Twp Pct 1,Member of the State Board of Education,,REP,REP Tom McMillin,644,203,278,163
Grand Traverse,Garfield Twp Pct 1,Member of the State Board of Education,,REP,REP Tom McMillin,934,269,316,349
Grand Traverse,Garfield Twp Pct 2,Member of the State Board of Education,,REP,REP Tom McMillin,879,167,297,415
Grand Traverse,Garfield Twp Pct 3,Member of the State Board of Education,,REP,REP Tom McMillin,512,180,175,157
Grand Traverse,Garfield Twp Pct 4,Member of the State Board of Education,,REP,REP Tom McMillin,556,148,191,217
Grand Traverse,Garfield Twp Pct 5,Member of the State Board of Education,,REP,REP Tom McMillin,973,226,291,456
Grand Traverse,Garfield Twp Pct 6,Member of the State Board of Education,,REP,REP Tom McMillin,765,215,249,301
Grand Traverse,Garfield Twp Pct 7,Member of the State Board of Education,,REP,REP Tom McMillin,520,263,151,106
Grand Traverse,Grant Twp Pct 1,Member of the State Board of Education,,REP,REP Tom McMillin,547,355,192,0
Grand Traverse,Green Lake Twp Pct 1,Member of the State Board of Education,,REP,REP Tom McMillin,868,261,336,271
Grand Traverse,Green Lake Twp Pct 2,Member of the State Board of Education,,REP,REP Tom McMillin,738,230,322,186
Grand Traverse,Green Lake Twp Pct 3,Member of the State Board of Education,,REP,REP Tom McMillin,532,176,196,160
Grand Traverse,Long Lake Twp Pct 1,Member of the State Board of Education,,REP,REP Tom McMillin,885,323,223,339
Grand Traverse,Long Lake Twp Pct 2,Member of the State Board of Education,,REP,REP Tom McMillin,1034,319,283,432
Grand Traverse,Long Lake Twp Pct 3,Member of the State Board of Education,,REP,REP Tom McMillin,1308,390,346,572
Grand Traverse,Mayfield Twp Pct 1,Member of the State Board of Education,,REP,REP Tom McMillin,672,516,156,0
Grand Traverse,Paradise Twp Pct 1,Member of the State Board of Education,,REP,REP Tom McMillin,924,505,419,0
Grand Traverse,Paradise Twp Pct 2,Member of the State Board of Education,,REP,REP Tom McMillin,731,399,332,0
Grand Traverse,Peninsula Twp Pct 1,Member of the State Board of Education,,REP,REP Tom McMillin,1045,277,149,619
Grand Traverse,Peninsula Twp Pct 2,Member of the State Board of Education,,REP,REP Tom McMillin,1003,224,173,606
Grand Traverse,Union Twp Pct 1,Member of the State Board of Education,,REP,REP Tom McMillin,223,184,39,0
Grand Traverse,Whitewater Twp Pct 1,Member of the State Board of Education,,REP,REP Tom McMillin,1134,385,239,510
Grand Traverse,Traverse City Pct 1,Member of the State Board of Education,,REP,REP Tom McMillin,529,185,117,227
Grand Traverse,Traverse City Pct 3,Member of the State Board of Education,,REP,REP Tom McMillin,412,125,103,184
Grand Traverse,Traverse City Pct 7,Member of the State Board of Education,,REP,REP Tom McMillin,490,200,138,152
Grand Traverse,Traverse City Pct 8,Member of the State Board of Education,,REP,REP Tom McMillin,406,124,140,142
Grand Traverse,Traverse City Pct 9,Member of the State Board of Education,,REP,REP Tom McMillin,512,167,116,229
Grand Traverse,Traverse City Pct 10,Member of the State Board of Education,,REP,REP Tom McMillin,557,190,160,207
Grand Traverse,Acme Twp Pct 1,Member of the State Board of Education,,DEM,DEM Theodore Jones,857,180,154,523
Grand Traverse,Acme Twp Pct 2,Member of the State Board of Education,,DEM,DEM Theodore Jones,471,94,62,315
Grand Traverse,Blair Twp Pct 1,Member of the State Board of Education,,DEM,DEM Theodore Jones,295,106,67,122
Grand Traverse,Blair Twp Pct 2,Member of the State Board of Education,,DEM,DEM Theodore Jones,522,99,116,307
Grand Traverse,Blair Twp Pct 3,Member of the State Board of Education,,DEM,DEM Theodore Jones,423,102,104,217
Grand Traverse,Blair Twp Pct 4,Member of the State Board of Education,,DEM,DEM Theodore Jones,371,140,76,155
Grand Traverse,East Bay Twp Pct 1,Member of the State Board of Education,,DEM,DEM Theodore Jones,704,164,121,419
Grand Traverse,East Bay Twp Pct 2,Member of the State Board of Education,,DEM,DEM Theodore Jones,635,125,116,394
Grand Traverse,East Bay Twp Pct 3,Member of the State Board of Education,,DEM,DEM Theodore Jones,609,121,86,402
Grand Traverse,East Bay Twp Pct 4,Member of the State Board of Education,,DEM,DEM Theodore Jones,764,138,155,471
Grand Traverse,East Bay Twp Pct 5,Member of the State Board of Education,,DEM,DEM Theodore Jones,578,133,114,331
Grand Traverse,Fife Lake Twp Pct 1,Member of the State Board of Education,,DEM,DEM Theodore Jones,243,45,92,106
Grand Traverse,Garfield Twp Pct 1,Member of the State Board of Education,,DEM,DEM Theodore Jones,764,193,161,410
Grand Traverse,Garfield Twp Pct 2,Member of the State Board of Education,,DEM,DEM Theodore Jones,840,106,190,544
Grand Traverse,Garfield Twp Pct 3,Member of the State Board of Education,,DEM,DEM Theodore Jones,600,171,135,294
Grand Traverse,Garfield Twp Pct 4,Member of the State Board of Education,,DEM,DEM Theodore Jones,743,154,169,420
Grand Traverse,Garfield Twp Pct 5,Member of the State Board of Education,,DEM,DEM Theodore Jones,1052,188,205,659
Grand Traverse,Garfield Twp Pct 6,Member of the State Board of Education,,DEM,DEM Theodore Jones,724,161,134,429
Grand Traverse,Garfield Twp Pct 7,Member of the State Board of Education,,DEM,DEM Theodore Jones,534,190,123,221
Grand Traverse,Grant Twp Pct 1,Member of the State Board of Education,,DEM,DEM Theodore Jones,187,145,42,0
Grand Traverse,Green Lake Twp Pct 1,Member of the State Board of Education,,DEM,DEM Theodore Jones,621,125,141,355
Grand Traverse,Green Lake Twp Pct 2,Member of the State Board of Education,,DEM,DEM Theodore Jones,537,141,130,266
Grand Traverse,Green Lake Twp Pct 3,Member of the State Board of Education,,DEM,DEM Theodore Jones,410,84,91,235
Grand Traverse,Long Lake Twp Pct 1,Member of the State Board of Education,,DEM,DEM Theodore Jones,929,246,154,529
Grand Traverse,Long Lake Twp Pct 2,Member of the State Board of Education,,DEM,DEM Theodore Jones,790,188,142,460
Grand Traverse,Long Lake Twp Pct 3,Member of the State Board of Education,,DEM,DEM Theodore Jones,949,206,108,635
Grand Traverse,Mayfield Twp Pct 1,Member of the State Board of Education,,DEM,DEM Theodore Jones,239,204,35,0
Grand Traverse,Paradise Twp Pct 1,Member of the State Board of Education,,DEM,DEM Theodore Jones,425,303,122,0
Grand Traverse,Paradise Twp Pct 2,Member of the State Board of Education,,DEM,DEM Theodore Jones,346,256,90,0
Grand Traverse,Peninsula Twp Pct 1,Member of the State Board of Education,,DEM,DEM Theodore Jones,1057,211,73,773
Grand Traverse,Peninsula Twp Pct 2,Member of the State Board of Education,,DEM,DEM Theodore Jones,1117,158,95,864
Grand Traverse,Union Twp Pct 1,Member of the State Board of Education,,DEM,DEM Theodore Jones,89,70,19,0
Grand Traverse,Whitewater Twp Pct 1,Member of the State Board of Education,,DEM,DEM Theodore Jones,588,127,64,397
Grand Traverse,Traverse City Pct 1,Member of the State Board of Education,,DEM,DEM Theodore Jones,993,250,202,541
Grand Traverse,Traverse City Pct 3,Member of the State Board of Education,,DEM,DEM Theodore Jones,999,215,202,582
Grand Traverse,Traverse City Pct 7,Member of the State Board of Education,,DEM,DEM Theodore Jones,845,262,175,408
Grand Traverse,Traverse City Pct 8,Member of the State Board of Education,,DEM,DEM Theodore Jones,945,212,217,516
Grand Traverse,Traverse City Pct 9,Member of the State Board of Education,,DEM,DEM Theodore Jones,851,212,148,491
Grand Traverse,Traverse City Pct 10,Member of the State Board of Education,,DEM,DEM Theodore Jones,941,215,184,542
Grand Traverse,Acme Twp Pct 1,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,832,163,152,517
Grand Traverse,Acme Twp Pct 2,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,456,90,61,305
Grand Traverse,Blair Twp Pct 1,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,276,94,65,117
Grand Traverse,Blair Twp Pct 2,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,474,86,109,279
Grand Traverse,Blair Twp Pct 3,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,395,92,94,209
Grand Traverse,Blair Twp Pct 4,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,350,130,72,148
Grand Traverse,East Bay Twp Pct 1,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,664,139,127,398
Grand Traverse,East Bay Twp Pct 2,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,609,120,116,373
Grand Traverse,East Bay Twp Pct 3,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,579,107,83,389
Grand Traverse,East Bay Twp Pct 4,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,734,133,148,453
Grand Traverse,East Bay Twp Pct 5,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,564,127,115,322
Grand Traverse,Fife Lake Twp Pct 1,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,230,44,87,99
Grand Traverse,Garfield Twp Pct 1,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,744,187,160,397
Grand Traverse,Garfield Twp Pct 2,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,826,97,187,542
Grand Traverse,Garfield Twp Pct 3,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,556,154,127,275
Grand Traverse,Garfield Twp Pct 4,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,727,148,158,421
Grand Traverse,Garfield Twp Pct 5,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,1007,168,188,651
Grand Traverse,Garfield Twp Pct 6,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,706,154,130,422
Grand Traverse,Garfield Twp Pct 7,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,506,173,117,216
Grand Traverse,Grant Twp Pct 1,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,178,137,41,0
Grand Traverse,Green Lake Twp Pct 1,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,595,111,136,348
Grand Traverse,Green Lake Twp Pct 2,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,532,138,130,264
Grand Traverse,Green Lake Twp Pct 3,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,392,78,87,227
Grand Traverse,Long Lake Twp Pct 1,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,896,233,145,518
Grand Traverse,Long Lake Twp Pct 2,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,764,168,140,456
Grand Traverse,Long Lake Twp Pct 3,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,933,196,106,631
Grand Traverse,Mayfield Twp Pct 1,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,226,194,32,0
Grand Traverse,Paradise Twp Pct 1,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,420,301,119,0
Grand Traverse,Paradise Twp Pct 2,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,342,254,88,0
Grand Traverse,Peninsula Twp Pct 1,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,1064,205,70,789
Grand Traverse,Peninsula Twp Pct 2,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,1109,160,94,855
Grand Traverse,Union Twp Pct 1,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,90,73,17,0
Grand Traverse,Whitewater Twp Pct 1,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,575,118,64,393
Grand Traverse,Traverse City Pct 1,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,962,244,193,525
Grand Traverse,Traverse City Pct 3,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,976,214,198,564
Grand Traverse,Traverse City Pct 7,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,794,245,164,385
Grand Traverse,Traverse City Pct 8,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,902,191,209,502
Grand Traverse,Traverse City Pct 9,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,813,199,140,474
Grand Traverse,Traverse City Pct 10,Member of the State Board of Education,,DEM,DEM Adam Frederick Zemke,916,200,177,539
Grand Traverse,Acme Twp Pct 1,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,62,23,15,24
Grand Traverse,Acme Twp Pct 2,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,25,7,2,16
Grand Traverse,Blair Twp Pct 1,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,54,17,17,20
Grand Traverse,Blair Twp Pct 2,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,89,29,24,36
Grand Traverse,Blair Twp Pct 3,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,54,21,18,15
Grand Traverse,Blair Twp Pct 4,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,73,23,24,26
Grand Traverse,East Bay Twp Pct 1,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,53,24,8,21
Grand Traverse,East Bay Twp Pct 2,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,64,19,13,32
Grand Traverse,East Bay Twp Pct 3,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,35,12,6,17
Grand Traverse,East Bay Twp Pct 4,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,58,28,11,19
Grand Traverse,East Bay Twp Pct 5,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,52,22,12,18
Grand Traverse,Fife Lake Twp Pct 1,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,39,22,11,6
Grand Traverse,Garfield Twp Pct 1,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,94,41,21,32
Grand Traverse,Garfield Twp Pct 2,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,63,23,9,31
Grand Traverse,Garfield Twp Pct 3,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,63,24,17,22
Grand Traverse,Garfield Twp Pct 4,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,88,28,29,31
Grand Traverse,Garfield Twp Pct 5,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,63,24,12,27
Grand Traverse,Garfield Twp Pct 6,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,68,32,9,27
Grand Traverse,Garfield Twp Pct 7,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,59,30,10,19
Grand Traverse,Grant Twp Pct 1,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,28,22,6,0
Grand Traverse,Green Lake Twp Pct 1,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,66,29,17,20
Grand Traverse,Green Lake Twp Pct 2,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,54,17,11,26
Grand Traverse,Green Lake Twp Pct 3,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,64,22,14,28
Grand Traverse,Long Lake Twp Pct 1,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,71,31,10,30
Grand Traverse,Long Lake Twp Pct 2,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,67,22,11,34
Grand Traverse,Long Lake Twp Pct 3,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,66,27,6,33
Grand Traverse,Mayfield Twp Pct 1,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,51,46,5,0
Grand Traverse,Paradise Twp Pct 1,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,78,48,30,0
Grand Traverse,Paradise Twp Pct 2,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,59,44,15,0
Grand Traverse,Peninsula Twp Pct 1,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,55,23,4,28
Grand Traverse,Peninsula Twp Pct 2,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,27,12,6,9
Grand Traverse,Union Twp Pct 1,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,11,9,2,0
Grand Traverse,Whitewater Twp Pct 1,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,58,21,6,31
Grand Traverse,Traverse City Pct 1,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,59,29,10,20
Grand Traverse,Traverse City Pct 3,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,48,19,9,20
Grand Traverse,Traverse City Pct 7,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,79,41,10,28
Grand Traverse,Traverse City Pct 8,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,79,36,15,28
Grand Traverse,Traverse City Pct 9,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,52,17,9,26
Grand Traverse,Traverse City Pct 10,Member of the State Board of Education,,WCP,WCP Mary Anne Hering,68,29,11,28
Grand Traverse,Acme Twp Pct 1,Member of the State Board of Education,,LIB,LIB Scotty Boman,77,33,10,34
Grand Traverse,Acme Twp Pct 2,Member of the State Board of Education,,LIB,LIB Scotty Boman,33,15,7,11
Grand Traverse,Blair Twp Pct 1,Member of the State Board of Education,,LIB,LIB Scotty Boman,44,17,15,12
Grand Traverse,Blair Twp Pct 2,Member of the State Board of Education,,LIB,LIB Scotty Boman,74,32,16,26
Grand Traverse,Blair Twp Pct 3,Member of the State Board of Education,,LIB,LIB Scotty Boman,47,14,15,18
Grand Traverse,Blair Twp Pct 4,Member of the State Board of Education,,LIB,LIB Scotty Boman,59,29,8,22
Grand Traverse,East Bay Twp Pct 1,Member of the State Board of Education,,LIB,LIB Scotty Boman,57,22,16,19
Grand Traverse,East Bay Twp Pct 2,Member of the State Board of Education,,LIB,LIB Scotty Boman,58,26,12,20
Grand Traverse,East Bay Twp Pct 3,Member of the State Board of Education,,LIB,LIB Scotty Boman,48,26,8,14
Grand Traverse,East Bay Twp Pct 4,Member of the State Board of Education,,LIB,LIB Scotty Boman,73,29,18,26
Grand Traverse,East Bay Twp Pct 5,Member of the State Board of Education,,LIB,LIB Scotty Boman,56,24,12,20
Grand Traverse,Fife Lake Twp Pct 1,Member of the State Board of Education,,LIB,LIB Scotty Boman,45,14,20,11
Grand Traverse,Garfield Twp Pct 1,Member of the State Board of Education,,LIB,LIB Scotty Boman,58,24,16,18
Grand Traverse,Garfield Twp Pct 2,Member of the State Board of Education,,LIB,LIB Scotty Boman,78,22,22,34
Grand Traverse,Garfield Twp Pct 3,Member of the State Board of Education,,LIB,LIB Scotty Boman,49,19,17,13
