county,precinct,offfice,district,party,candidate,votes,election_day,absentee,early_voting
Emmet,City of Petoskey Ward 2 Precinct 1,Regent of the University of Michigan State,,DEM,Shauna Ryder Diggs,483,153,259,71
Emmet,City of Petoskey Ward 2 Precinct 1,Regent of the University of Michigan State,,DEM,Denise Ilitch,480,150,257,73
Emmet,City of Petoskey Ward 2 Precinct 1,Regent of the University of Michigan State,,REP,Carl Meyers,320,117,119,84
Emmet,City of Petoskey Ward 2 Precinct 1,Regent of the University of Michigan State,,REP,Sevag Vartanian,285,103,107,75
Emmet,City of Petoskey Ward 2 Precinct 1,Regent of the University of Michigan State,,LIB,Andrew Chadderdon,27,14,10,3
Emmet,City of Petoskey Ward 2 Precinct 1,Regent of the University of Michigan State,,UST,Donna M. Oetman,25,12,12,1
Emmet,City of Petoskey Ward 2 Precinct 1,Regent of the University of Michigan State,,,Write-ins,5,4,1,0
Emmet,City of Petoskey Ward 2 Precinct 1,Regent of the University of Michigan State,,,Write-In: Huwaida Arraf,1,0,1,0
Emmet,City of Petoskey Ward 2 Precinct 1,Regent of the University of Michigan State,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Regent of the University of Michigan State,,,Undervotes,193,85,75,33
Emmet,City of Petoskey Ward 2 Precinct 1,Trustee of Michigan State University State,,DEM,Rebecca Bahar-Cook,492,156,262,74
Emmet,City of Petoskey Ward 2 Precinct 1,Trustee of Michigan State University State,,DEM,Thomas Stallworth III,450,138,242,70
Emmet,City of Petoskey Ward 2 Precinct 1,Trustee of Michigan State University State,,REP,Mike Balow,315,115,116,84
Emmet,City of Petoskey Ward 2 Precinct 1,Trustee of Michigan State University State,,REP,Julie Maday,307,112,114,81
Emmet,City of Petoskey Ward 2 Precinct 1,Trustee of Michigan State University State,,LIB,Grant T. Baker,17,11,4,2
Emmet,City of Petoskey Ward 2 Precinct 1,Trustee of Michigan State University State,,UST,Janet M. Sanger,10,3,6,1
Emmet,City of Petoskey Ward 2 Precinct 1,Trustee of Michigan State University State,,UST,John Paul Sanger,4,2,2,0
Emmet,City of Petoskey Ward 2 Precinct 1,Trustee of Michigan State University State,,GRN,John Anthony La Pietra,19,8,8,3
Emmet,City of Petoskey Ward 2 Precinct 1,Trustee of Michigan State University State,,,Write-ins,4,4,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Trustee of Michigan State University State,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Trustee of Michigan State University State,,,Undervotes,200,89,86,25
Emmet,City of Petoskey Ward 2 Precinct 1,Governor of Wayne State University State,,DEM,Rasha Demashkieh,456,144,241,71
Emmet,City of Petoskey Ward 2 Precinct 1,Governor of Wayne State University State,,DEM,Mark T. Gaffney,454,138,245,71
Emmet,City of Petoskey Ward 2 Precinct 1,Governor of Wayne State University State,,REP,Michael Busuito,303,109,114,80
Emmet,City of Petoskey Ward 2 Precinct 1,Governor of Wayne State University State,,REP,Sunny Reddy,294,105,111,78
Emmet,City of Petoskey Ward 2 Precinct 1,Governor of Wayne State University State,,LIB,Farid Ishac,15,8,5,2
Emmet,City of Petoskey Ward 2 Precinct 1,Governor of Wayne State University State,,UST,William Mohr II,9,4,5,0
Emmet,City of Petoskey Ward 2 Precinct 1,Governor of Wayne State University State,,GRN,Sami Makhoul,13,3,9,1
Emmet,City of Petoskey Ward 2 Precinct 1,Governor of Wayne State University State,,WCP,Suzanne Roehrig,32,11,16,5
Emmet,City of Petoskey Ward 2 Precinct 1,Governor of Wayne State University State,,NLP,Kathleen Oakford,9,4,5,0
Emmet,City of Petoskey Ward 2 Precinct 1,Governor of Wayne State University State,,,Write-ins,4,4,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Governor of Wayne State University State,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Governor of Wayne State University State,,,Undervotes,229,108,89,32
Emmet,City of Petoskey Ward 2 Precinct 1,Prosecuting Attorney Emmet County,,REP,Michael H. Schuitema,529,192,223,114
Emmet,City of Petoskey Ward 2 Precinct 1,Prosecuting Attorney Emmet County,,,Write-ins,18,13,1,4
Emmet,City of Petoskey Ward 2 Precinct 1,Prosecuting Attorney Emmet County,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Prosecuting Attorney Emmet County,,,Undervotes,362,114,196,52
Emmet,City of Petoskey Ward 2 Precinct 1,Sheriff Emmet County,,REP,Matt Leirstein,542,198,226,118
Emmet,City of Petoskey Ward 2 Precinct 1,Sheriff Emmet County,,,Write-ins,20,15,1,4
Emmet,City of Petoskey Ward 2 Precinct 1,Sheriff Emmet County,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Sheriff Emmet County,,,Undervotes,347,106,193,48
Emmet,City of Petoskey Ward 2 Precinct 1,Clerk Emmet County,,DEM,Elizabeth Lohman,416,146,209,61
Emmet,City of Petoskey Ward 2 Precinct 1,Clerk Emmet County,,REP,Suzanne R. Kanine,446,156,186,104
Emmet,City of Petoskey Ward 2 Precinct 1,Clerk Emmet County,,,Write-ins,1,1,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Clerk Emmet County,,,Overvotes,3,3,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Clerk Emmet County,,,Undervotes,43,13,25,5
Emmet,City of Petoskey Ward 2 Precinct 1,Treasurer Emmet County,,REP,Mary Mitchell,523,187,221,115
Emmet,City of Petoskey Ward 2 Precinct 1,Treasurer Emmet County,,,Write-ins,18,13,1,4
Emmet,City of Petoskey Ward 2 Precinct 1,Treasurer Emmet County,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Treasurer Emmet County,,,Undervotes,368,119,198,51
Emmet,City of Petoskey Ward 2 Precinct 1,Register of Deeds Emmet County,,REP,Karen Cosens,532,190,226,116
Emmet,City of Petoskey Ward 2 Precinct 1,Register of Deeds Emmet County,,,Write-ins,16,11,1,4
Emmet,City of Petoskey Ward 2 Precinct 1,Register of Deeds Emmet County,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Register of Deeds Emmet County,,,Undervotes,361,118,193,50
Emmet,City of Petoskey Ward 2 Precinct 1,Drain Commissioner Emmet County,,REP,Arden J. Bawkey,505,185,211,109
Emmet,City of Petoskey Ward 2 Precinct 1,Drain Commissioner Emmet County,,,Write-ins,17,12,2,3
Emmet,City of Petoskey Ward 2 Precinct 1,Drain Commissioner Emmet County,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Drain Commissioner Emmet County,,,Undervotes,387,122,207,58
Emmet,City of Petoskey Ward 2 Precinct 1,County Commissioner County Commissioner District 07,,DEM,Matt Koontz,618,206,313,99
Emmet,City of Petoskey Ward 2 Precinct 1,County Commissioner County Commissioner District 07,,,Write-ins,12,8,4,0
Emmet,City of Petoskey Ward 2 Precinct 1,County Commissioner County Commissioner District 07,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,County Commissioner County Commissioner District 07,,,Undervotes,279,105,103,71
Emmet,City of Petoskey Ward 2 Precinct 1,Justice of Supreme Court Supreme Court,,,Andrew Fink,222,83,83,56
Emmet,City of Petoskey Ward 2 Precinct 1,Justice of Supreme Court Supreme Court,,,Kimberly Ann Thomas,492,161,258,73
Emmet,City of Petoskey Ward 2 Precinct 1,Justice of Supreme Court Supreme Court,,,Write-ins,6,5,0,1
Emmet,City of Petoskey Ward 2 Precinct 1,Justice of Supreme Court Supreme Court,,,Overvotes,2,0,1,1
Emmet,City of Petoskey Ward 2 Precinct 1,Justice of Supreme Court Supreme Court,,,Undervotes,187,70,78,39
Emmet,City of Petoskey Ward 2 Precinct 1,Justice of Supreme Court Supreme Court,special,,Kyra Harris Bolden,485,153,258,74
Emmet,City of Petoskey Ward 2 Precinct 1,Justice of Supreme Court Supreme Court,special,,Patrick William O'Grady,234,92,88,54
Emmet,City of Petoskey Ward 2 Precinct 1,Justice of Supreme Court Supreme Court,special,,Write-ins,5,4,0,1
Emmet,City of Petoskey Ward 2 Precinct 1,Justice of Supreme Court Supreme Court,special,,Overvotes,1,1,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Justice of Supreme Court Supreme Court,special,,Undervotes,184,69,74,41
Emmet,City of Petoskey Ward 2 Precinct 1,Judge of Court of Appeals 4th District,,,Stephen L. Borrello,466,158,230,78
Emmet,City of Petoskey Ward 2 Precinct 1,Judge of Court of Appeals 4th District,,,Write-ins,10,6,3,1
Emmet,City of Petoskey Ward 2 Precinct 1,Judge of Court of Appeals 4th District,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Judge of Court of Appeals 4th District,,,Undervotes,433,155,187,91
Emmet,City of Petoskey Ward 2 Precinct 1,Judge of Court of Appeals 4th District,,,Allie Greenleaf Maldonado,503,174,242,87
Emmet,City of Petoskey Ward 2 Precinct 1,Judge of Court of Appeals 4th District,,,Write-ins,6,3,2,1
Emmet,City of Petoskey Ward 2 Precinct 1,Judge of Court of Appeals 4th District,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Judge of Court of Appeals 4th District,,,Undervotes,400,142,176,82
Emmet,City of Petoskey Ward 2 Precinct 1,Judge of Circuit Court 57th Circuit,,,Jennifer E. Deegan,544,187,264,93
Emmet,City of Petoskey Ward 2 Precinct 1,Judge of Circuit Court 57th Circuit,,,Write-ins,6,3,2,1
Emmet,City of Petoskey Ward 2 Precinct 1,Judge of Circuit Court 57th Circuit,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Judge of Circuit Court 57th Circuit,,,Undervotes,359,129,154,76
Emmet,City of Petoskey Ward 2 Precinct 1,Judge of Probate District Court 7th District,,,Valerie K. Snyder,502,176,239,87
Emmet,City of Petoskey Ward 2 Precinct 1,Judge of Probate District Court 7th District,,,Write-ins,4,3,0,1
Emmet,City of Petoskey Ward 2 Precinct 1,Judge of Probate District Court 7th District,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Judge of Probate District Court 7th District,,,Undervotes,403,140,181,82
Emmet,City of Petoskey Ward 2 Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,John E. Fought,270,79,141,50
Emmet,City of Petoskey Ward 2 Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,James M. Shirilla,408,122,219,67
Emmet,City of Petoskey Ward 2 Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Janelle A. Wozniak,430,142,216,72
Emmet,City of Petoskey Ward 2 Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Write-ins,10,8,1,1
Emmet,City of Petoskey Ward 2 Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Undervotes,700,287,263,150
Emmet,City of Petoskey Ward 2 Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Keith A. Pretty,475,162,235,78
Emmet,City of Petoskey Ward 2 Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Write-ins,14,10,4,0
Emmet,City of Petoskey Ward 2 Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Community College Board of Trustees Member North Central Michigan College,,,Undervotes,420,147,181,92
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Larry Cassidy,413,125,217,71
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Beverly Osetek,449,145,232,72
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Write-ins,9,6,3,0
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Overvotes,0,0,0,0
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Community College Board of Trustees Member North Central Michigan College,,,Undervotes,947,362,388,197
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Mayor City of Petoskey,,,John Murphy,589,184,297,108
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Mayor City of Petoskey,,,Write-ins,27,18,5,4
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Mayor City of Petoskey,,,Overvotes,0,0,0,0
Emmet,Intermediate School District Board Member Charlevoix-Emmet Isd,Mayor City of Petoskey,,,Undervotes,293,117,118,58
Emmet,City of Petoskey Ward 2 Precinct 1,Local School District Board Member Petoskey Public Schools,,,Mark Ashley,476,149,238,89
Emmet,City of Petoskey Ward 2 Precinct 1,Local School District Board Member Petoskey Public Schools,,,Denise Petoskey,527,164,272,91
Emmet,City of Petoskey Ward 2 Precinct 1,Local School District Board Member Petoskey Public Schools,,,Write-ins,18,7,9,2
Emmet,City of Petoskey Ward 2 Precinct 1,Local School District Board Member Petoskey Public Schools,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 2 Precinct 1,Local School District Board Member Petoskey Public Schools,,,Undervotes,797,318,321,158
Emmet,City of Petoskey Ward 3 Precinct 1,Registered Voters,,,,1640,,,
Emmet,City of Petoskey Ward 3 Precinct 1,Ballots Cast,,,,1128,376,600,152
Emmet,City of Petoskey Ward 3 Precinct 1,Ballots Cast - Blank,,,,0,0,0,0
Emmet,City of Petoskey Ward 3 Precinct 1,Straight Party Ticket,,DEM,Democrat,290,91,168,31
Emmet,City of Petoskey Ward 3 Precinct 1,Straight Party Ticket,,REP,Republican,347,117,164,66
Emmet,City of Petoskey Ward 3 Precinct 1,Straight Party Ticket,,LIB,Libertarian,3,2,0,1
Emmet,City of Petoskey Ward 3 Precinct 1,Straight Party Ticket,,UST,U.S. Taxpayers,1,1,0,0
Emmet,City of Petoskey Ward 3 Precinct 1,Straight Party Ticket,,GRN,Green,1,1,0,0
Emmet,City of Petoskey Ward 3 Precinct 1,Straight Party Ticket,,WCP,Working Class,6,6,0,0
Emmet,City of Petoskey Ward 3 Precinct 1,Straight Party Ticket,,NLP,Natural Law,1,0,1,0
Emmet,City of Petoskey Ward 3 Precinct 1,Straight Party Ticket,,,Overvotes,3,1,2,0
Emmet,City of Petoskey Ward 3 Precinct 1,Straight Party Ticket,,,Undervotes,476,157,265,54
Emmet,City of Petoskey Ward 3 Precinct 1,President,,DEM,Kamala D. Harris,559,166,335,58
Emmet,City of Petoskey Ward 3 Precinct 1,President,,REP,Donald J. Trump,544,198,254,92
Emmet,City of Petoskey Ward 3 Precinct 1,President,,LIB,Chase Oliver,6,3,3,0
Emmet,City of Petoskey Ward 3 Precinct 1,President,,UST,Randall Terry,4,4,0,0
Emmet,City of Petoskey Ward 3 Precinct 1,President,,GRN,Jill Stein,1,0,1,0
Emmet,City of Petoskey Ward 3 Precinct 1,President,,NLP,"NLP Robert F. Kennedy, Jr.",7,4,3,0
Emmet,City of Petoskey Ward 3 Precinct 1,President,,NPA,NPA Joseph Kishore,1,0,0,1
Emmet,City of Petoskey Ward 3 Precinct 1,President,,NPA,NPA Cornel West,0,0,0,0
Emmet,City of Petoskey Ward 3 Precinct 1,President,,,Write-ins,2,1,1,0
Emmet,City of Petoskey Ward 3 Precinct 1,President,,,Write-In: Peter Sonski,0,0,0,0
Emmet,City of Petoskey Ward 3 Precinct 1,President,,,Overvotes,1,0,1,0
Emmet,City of Petoskey Ward 3 Precinct 1,President,,,Undervotes,3,0,2,1
Emmet,City of Petoskey Ward 3 Precinct 1,U.S. Senate,,DEM,Elissa Slotkin,550,165,325,60
Emmet,City of Petoskey Ward 3 Precinct 1,U.S. Senate,,REP,Mike Rogers,538,185,261,92
Emmet,City of Petoskey Ward 3 Precinct 1,U.S. Senate,,LIB,Joseph Solis-Mullen,11,8,3,0
Emmet,City of Petoskey Ward 3 Precinct 1,U.S. Senate,,UST,Dave Stein,3,3,0,0
Emmet,City of Petoskey Ward 3 Precinct 1,U.S. Senate,,GRN,Douglas P. Marsh,6,5,1,0
Emmet,City of Petoskey Ward 3 Precinct 1,U.S. Senate,,NLP,Doug Dern,5,2,3,0
Emmet,City of Petoskey Ward 3 Precinct 1,U.S. Senate,,,Write-ins,1,1,0,0
Emmet,City of Petoskey Ward 3 Precinct 1,U.S. Senate,,,Overvotes,2,1,1,0
Emmet,City of Petoskey Ward 3 Precinct 1,U.S. Senate,,,Undervotes,12,6,6,0
Emmet,City of Petoskey Ward 3 Precinct 1,U.S. House,,DEM,Callie Barr,517,152,309,56
Emmet,City of Petoskey Ward 3 Precinct 1,U.S. House,,REP,Jack Bergman,556,190,272,94
Emmet,City of Petoskey Ward 3 Precinct 1,U.S. House,,LIB,Andrew Gale,13,9,4,0
Emmet,City of Petoskey Ward 3 Precinct 1,U.S. House,,WCP,Liz Hakola,21,16,4,1
Emmet,City of Petoskey Ward 3 Precinct 1,U.S. House,,,Write-ins,5,2,3,0
Emmet,City of Petoskey Ward 3 Precinct 1,U.S. House,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 3 Precinct 1,U.S. House,,,Undervotes,16,7,8,1
Emmet,City of Petoskey Ward 3 Precinct 1,State House,,DEM,Jodi Decker,522,165,305,52
Emmet,City of Petoskey Ward 3 Precinct 1,State House,,REP,Parker Fairbairn,587,205,283,99
Emmet,City of Petoskey Ward 3 Precinct 1,State House,,,Write-ins,1,0,1,0
Emmet,City of Petoskey Ward 3 Precinct 1,State House,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 3 Precinct 1,State House,,,Undervotes,18,6,11,1
Emmet,City of Petoskey Ward 3 Precinct 1,Member of the State Board of Education State,,DEM,Theodore Jones,472,135,286,51
Emmet,City of Petoskey Ward 3 Precinct 1,Member of the State Board of Education State,,DEM,Adam Frederick Zemke,463,131,282,50
Emmet,City of Petoskey Ward 3 Precinct 1,Member of the State Board of Education State,,REP,Tom McMillin,521,178,251,92
Emmet,City of Petoskey Ward 3 Precinct 1,Member of the State Board of Education State,,REP,Nikki Snyder,538,185,262,91
Emmet,City of Petoskey Ward 3 Precinct 1,Member of the State Board of Education State,,LIB,Scotty Boman,32,15,14,3
Emmet,City of Petoskey Ward 3 Precinct 1,Member of the State Board of Education State,,UST,Ted Gerrard,6,3,3,0
Emmet,City of Petoskey Ward 3 Precinct 1,Member of the State Board of Education State,,UST,Christine C. Schwartz,20,11,8,1
Emmet,City of Petoskey Ward 3 Precinct 1,Member of the State Board of Education State,,WCP,Mary Anne Hering,45,31,12,2
Emmet,City of Petoskey Ward 3 Precinct 1,Member of the State Board of Education State,,,Write-ins,2,1,1,0
Emmet,City of Petoskey Ward 3 Precinct 1,Member of the State Board of Education State,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 3 Precinct 1,Member of the State Board of Education State,,,Undervotes,157,62,81,14
Emmet,City of Petoskey Ward 3 Precinct 1,Regent of the University of Michigan State,,DEM,Shauna Ryder Diggs,471,140,279,52
Emmet,City of Petoskey Ward 3 Precinct 1,Regent of the University of Michigan State,,DEM,Denise Ilitch,507,146,307,54
Emmet,City of Petoskey Ward 3 Precinct 1,Regent of the University of Michigan State,,REP,Carl Meyers,526,183,251,92
Emmet,City of Petoskey Ward 3 Precinct 1,Regent of the University of Michigan State,,REP,Sevag Vartanian,484,166,232,86
Emmet,City of Petoskey Ward 3 Precinct 1,Regent of the University of Michigan State,,LIB,Andrew Chadderdon,33,18,14,1
Emmet,City of Petoskey Ward 3 Precinct 1,Regent of the University of Michigan State,,UST,Donna M. Oetman,32,15,15,2
Emmet,City of Petoskey Ward 3 Precinct 1,Regent of the University of Michigan State,,,Write-ins,4,1,3,0
Emmet,City of Petoskey Ward 3 Precinct 1,Regent of the University of Michigan State,,,Write-In: Huwaida Arraf,1,0,1,0
Emmet,City of Petoskey Ward 3 Precinct 1,Regent of the University of Michigan State,,,Overvotes,0,0,0,0
Emmet,City of Petoskey Ward 3 Precinct 1,Regent of the University of Michigan State,,,Undervotes,199,83,99,17
Emmet,City of Petoskey Ward 3 Precinct 1,Trustee of Michigan State University State,,DEM,Rebecca Bahar-Cook,480,143,287,50
