county,precinct,office,district,candidate,party,election_day,early_voting,votes
Gratiot,"City of Alma, Precinct 2",Justice of Supreme Court,,Over Vote Count,,1,0,1
Gratiot,"City of Alma, Precinct 2",Justice of Supreme Court,,Under Vote Count,,332,59,391
Gratiot,"City of Alma, Precinct 2",Justice of Supreme Court Partial Term,,Ballots Cast,,1262,185,1447
Gratiot,"City of Alma, Precinct 2",Justice of Supreme Court Partial Term,,Kyra Harris Bolden,,576,65,641
Gratiot,"City of Alma, Precinct 2",Justice of Supreme Court Partial Term,,Patrick William O'Grady,,337,54,391
Gratiot,"City of Alma, Precinct 2",Justice of Supreme Court Partial Term,,Write-in,,10,2,12
Gratiot,"City of Alma, Precinct 2",Justice of Supreme Court Partial Term,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 2",Justice of Supreme Court Partial Term,,Under Vote Count,,339,64,403
Gratiot,"City of Alma, Precinct 2",Judge of Court of Appeals-Incumbent Position,,Ballots Cast,,1262,185,1447
Gratiot,"City of Alma, Precinct 2",Judge of Court of Appeals-Incumbent Position,,Stephen L. Borrello,,747,91,838
Gratiot,"City of Alma, Precinct 2",Judge of Court of Appeals-Incumbent Position,,Write-in,,21,6,27
Gratiot,"City of Alma, Precinct 2",Judge of Court of Appeals-Incumbent Position,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 2",Judge of Court of Appeals-Incumbent Position,,Under Vote Count,,494,88,582
Gratiot,"City of Alma, Precinct 2",Judge of Court of Appeals-Incumbent Position Partial Term,,Ballots Cast,,1262,185,1447
Gratiot,"City of Alma, Precinct 2",Judge of Court of Appeals-Incumbent Position Partial Term,,Allie Greenleaf Maldonado,,736,88,824
Gratiot,"City of Alma, Precinct 2",Judge of Court of Appeals-Incumbent Position Partial Term,,Write-in,,17,8,25
Gratiot,"City of Alma, Precinct 2",Judge of Court of Appeals-Incumbent Position Partial Term,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 2",Judge of Court of Appeals-Incumbent Position Partial Term,,Under Vote Count,,509,89,598
Gratiot,"City of Alma, Precinct 2",Judge of Probate Court,,Ballots Cast,,1262,185,1447
Gratiot,"City of Alma, Precinct 2",Judge of Probate Court,,Kristin Bakker,,781,101,882
Gratiot,"City of Alma, Precinct 2",Judge of Probate Court,,Write-in,,17,4,21
Gratiot,"City of Alma, Precinct 2",Judge of Probate Court,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 2",Judge of Probate Court,,Under Vote Count,,464,80,544
Gratiot,"City of Alma, Precinct 2",City Commissioner,,Ballots Cast,,1262,185,1447
Gratiot,"City of Alma, Precinct 2",City Commissioner,,Roger Allman,,556,62,618
Gratiot,"City of Alma, Precinct 2",City Commissioner,,Andrew Bare,,489,62,551
Gratiot,"City of Alma, Precinct 2",City Commissioner,,Sonia Gibson,,525,60,585
Gratiot,"City of Alma, Precinct 2",City Commissioner,,Greg Mapes,,523,66,589
Gratiot,"City of Alma, Precinct 2",City Commissioner,,Write-in,,23,8,31
Gratiot,"City of Alma, Precinct 2",City Commissioner,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 2",City Commissioner,,Under Vote Count,,2932,482,3414
Gratiot,"City of Alma, Precinct 2",Alma Public School Board Member,,Ballots Cast,,1262,185,1447
Gratiot,"City of Alma, Precinct 2",Alma Public School Board Member,,Susan A. Higgins,,397,37,434
Gratiot,"City of Alma, Precinct 2",Alma Public School Board Member,,Arthur Wesley McClintic,,413,57,470
Gratiot,"City of Alma, Precinct 2",Alma Public School Board Member,,Kendra Overla,,586,73,659
Gratiot,"City of Alma, Precinct 2",Alma Public School Board Member,,Write-in,,130,25,155
Gratiot,"City of Alma, Precinct 2",Alma Public School Board Member,,Christie Freestone,,111,20,131
Gratiot,"City of Alma, Precinct 2",Alma Public School Board Member,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 2",Alma Public School Board Member,,Under Vote Count,,998,178,1176
Gratiot,"City of Alma, Precinct 3",President,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",President,,Kamala D. Harris,Democrat,511,55,566
Gratiot,"City of Alma, Precinct 3",President,,Donald J. Trump,Republican,655,149,804
Gratiot,"City of Alma, Precinct 3",President,,Chase Oliver,Libertarian,4,0,4
Gratiot,"City of Alma, Precinct 3",President,,Randall Terry,U.S. Taxpayers,2,2,4
Gratiot,"City of Alma, Precinct 3",President,,Jill Stein,Green,3,1,4
Gratiot,"City of Alma, Precinct 3",President,,Robert F. Kennedy Jr.,Natural Law,10,2,12
Gratiot,"City of Alma, Precinct 3",President,,Joseph Kishore,No Party Affiliation,2,0,2
Gratiot,"City of Alma, Precinct 3",President,,Cornel West,No Party Affiliation,2,0,2
Gratiot,"City of Alma, Precinct 3",President,,Write-in,,1,0,1
Gratiot,"City of Alma, Precinct 3",President,,Over Vote Count,,1,0,1
Gratiot,"City of Alma, Precinct 3",President,,Under Vote Count,,1,0,1
Gratiot,"City of Alma, Precinct 3",U.S. Senate,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",U.S. Senate,,Elissa Slotkin,Democrat,488,54,542
Gratiot,"City of Alma, Precinct 3",U.S. Senate,,Mike Rogers,Republican,611,147,758
Gratiot,"City of Alma, Precinct 3",U.S. Senate,,Joseph Solis-Mullen,Libertarian,22,4,26
Gratiot,"City of Alma, Precinct 3",U.S. Senate,,Dave Stein,U.S. Taxpayers,20,1,21
Gratiot,"City of Alma, Precinct 3",U.S. Senate,,Douglas P. Marsh,Green,15,1,16
Gratiot,"City of Alma, Precinct 3",U.S. Senate,,Doug Dern,Natural Law,17,1,18
Gratiot,"City of Alma, Precinct 3",U.S. Senate,,Write-in,,3,0,3
Gratiot,"City of Alma, Precinct 3",U.S. Senate,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",U.S. Senate,,Under Vote Count,,16,1,17
Gratiot,"City of Alma, Precinct 3",U.S. House,2,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",U.S. House,2,Michael Lynch,Democrat,458,48,506
Gratiot,"City of Alma, Precinct 3",U.S. House,2,John R. Moolenaar,Republican,644,151,795
Gratiot,"City of Alma, Precinct 3",U.S. House,2,Ben DeJong,Libertarian,33,6,39
Gratiot,"City of Alma, Precinct 3",U.S. House,2,Scott Adams,U.S. Taxpayers,28,2,30
Gratiot,"City of Alma, Precinct 3",U.S. House,2,Write-in,,4,0,4
Gratiot,"City of Alma, Precinct 3",U.S. House,2,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",U.S. House,2,Under Vote Count,,25,2,27
Gratiot,"City of Alma, Precinct 3",State House,92,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",State House,92,Timothy Odykirk,Democrat,519,53,572
Gratiot,"City of Alma, Precinct 3",State House,92,Jerry Neyer,Republican,633,151,784
Gratiot,"City of Alma, Precinct 3",State House,92,Write-in,,5,1,6
Gratiot,"City of Alma, Precinct 3",State House,92,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",State House,92,Under Vote Count,,35,4,39
Gratiot,"City of Alma, Precinct 3",Member of the State Board of Education,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",Member of the State Board of Education,,Theodore Jones,Democrat,451,41,492
Gratiot,"City of Alma, Precinct 3",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,405,39,444
Gratiot,"City of Alma, Precinct 3",Member of the State Board of Education,,Tom McMillin,Republican,570,138,708
Gratiot,"City of Alma, Precinct 3",Member of the State Board of Education,,Nikki Snyder,Republican,584,139,723
Gratiot,"City of Alma, Precinct 3",Member of the State Board of Education,,Scotty Boman,Libertarian,37,5,42
Gratiot,"City of Alma, Precinct 3",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,20,2,22
Gratiot,"City of Alma, Precinct 3",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,24,4,28
Gratiot,"City of Alma, Precinct 3",Member of the State Board of Education,,Mary Anne Hering,Working Class,90,14,104
Gratiot,"City of Alma, Precinct 3",Member of the State Board of Education,,Write-in,,4,0,4
Gratiot,"City of Alma, Precinct 3",Member of the State Board of Education,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",Member of the State Board of Education,,Under Vote Count,,199,36,235
Gratiot,"City of Alma, Precinct 3",Regents of the Unversity of Michigan,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",Regents of the Unversity of Michigan,,Denise Ilitch,Democrat,465,44,509
Gratiot,"City of Alma, Precinct 3",Regents of the Unversity of Michigan,,Shauna Ryder Diggs,Democrat,446,41,487
Gratiot,"City of Alma, Precinct 3",Regents of the Unversity of Michigan,,Carl Meyers,Republican,605,144,749
Gratiot,"City of Alma, Precinct 3",Regents of the Unversity of Michigan,,Sevag Vartanian,Republican,513,130,643
Gratiot,"City of Alma, Precinct 3",Regents of the Unversity of Michigan,,Andrew Chadderdon,Libertarian,47,10,57
Gratiot,"City of Alma, Precinct 3",Regents of the Unversity of Michigan,,Donna M. Oetman,U.S. Taxpayers,53,5,58
Gratiot,"City of Alma, Precinct 3",Regents of the Unversity of Michigan,,Write-in,,8,2,10
Gratiot,"City of Alma, Precinct 3",Regents of the Unversity of Michigan,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",Regents of the Unversity of Michigan,,Under Vote Count,,247,42,289
Gratiot,"City of Alma, Precinct 3",Trustees of Michigan State University,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",Trustees of Michigan State University,,Rebecca Bahar-Cook,Democrat,464,48,512
Gratiot,"City of Alma, Precinct 3",Trustees of Michigan State University,,Thomas Stallworth III,Democrat,413,41,454
Gratiot,"City of Alma, Precinct 3",Trustees of Michigan State University,,Mike Balow,Republican,573,141,714
Gratiot,"City of Alma, Precinct 3",Trustees of Michigan State University,,Julie Maday,Republican,556,134,690
Gratiot,"City of Alma, Precinct 3",Trustees of Michigan State University,,Grant T. Baker,Libertarian,34,5,39
Gratiot,"City of Alma, Precinct 3",Trustees of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,43,5,48
Gratiot,"City of Alma, Precinct 3",Trustees of Michigan State University,,John Paul Sanger,U.S. Taxpayers,34,4,38
Gratiot,"City of Alma, Precinct 3",Trustees of Michigan State University,,John Anthony La Pietra,Green,15,3,18
Gratiot,"City of Alma, Precinct 3",Trustees of Michigan State University,,Write-in,,8,2,10
Gratiot,"City of Alma, Precinct 3",Trustees of Michigan State University,,Over Vote Count,,6,0,6
Gratiot,"City of Alma, Precinct 3",Trustees of Michigan State University,,Under Vote Count,,238,35,273
Gratiot,"City of Alma, Precinct 3",Governor of Wayne State University,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",Governor of Wayne State University,,Rasha Demashkieh,Democrat,428,39,467
Gratiot,"City of Alma, Precinct 3",Governor of Wayne State University,,Mark T. Gaffney,Democrat,430,42,472
Gratiot,"City of Alma, Precinct 3",Governor of Wayne State University,,Michael Busuito,Republican,548,136,684
Gratiot,"City of Alma, Precinct 3",Governor of Wayne State University,,Sunny Reddy,Republican,545,137,682
Gratiot,"City of Alma, Precinct 3",Governor of Wayne State University,,Farid Ishac,Libertarian,20,3,23
Gratiot,"City of Alma, Precinct 3",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,24,3,27
Gratiot,"City of Alma, Precinct 3",Governor of Wayne State University,,Sami Makhoul,Green,17,3,20
Gratiot,"City of Alma, Precinct 3",Governor of Wayne State University,,Suzanne Roehrig,Working Class,75,8,83
Gratiot,"City of Alma, Precinct 3",Governor of Wayne State University,,Kathleen Oakford,Natural Law,18,5,23
Gratiot,"City of Alma, Precinct 3",Governor of Wayne State University,,Write-in,,11,2,13
Gratiot,"City of Alma, Precinct 3",Governor of Wayne State University,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",Governor of Wayne State University,,Under Vote Count,,268,40,308
Gratiot,"City of Alma, Precinct 3",Prosecuting Attorney,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",Prosecuting Attorney,,Laura M. Bever,Republican,878,167,1045
Gratiot,"City of Alma, Precinct 3",Prosecuting Attorney,,Write-in,,29,9,38
Gratiot,"City of Alma, Precinct 3",Prosecuting Attorney,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",Prosecuting Attorney,,Under Vote Count,,285,33,318
Gratiot,"City of Alma, Precinct 3",Sheriff,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",Sheriff,,Tom Clark,Republican,758,155,913
Gratiot,"City of Alma, Precinct 3",Sheriff,,John Cary,No Party Affiliation,227,35,262
Gratiot,"City of Alma, Precinct 3",Sheriff,,Write-in,,7,2,9
Gratiot,"City of Alma, Precinct 3",Sheriff,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",Sheriff,,Under Vote Count,,200,17,217
Gratiot,"City of Alma, Precinct 3",County Clerk,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",County Clerk,,Angie Thompson,Republican,870,171,1041
Gratiot,"City of Alma, Precinct 3",County Clerk,,Write-in,,29,8,37
Gratiot,"City of Alma, Precinct 3",County Clerk,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",County Clerk,,Under Vote Count,,293,30,323
Gratiot,"City of Alma, Precinct 3",County Treasurer,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",County Treasurer,,Terri R. Ball,Republican,868,171,1039
Gratiot,"City of Alma, Precinct 3",County Treasurer,,Write-in,,28,6,34
Gratiot,"City of Alma, Precinct 3",County Treasurer,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",County Treasurer,,Under Vote Count,,296,32,328
Gratiot,"City of Alma, Precinct 3",Register of Deeds,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",Register of Deeds,,Kimberlee M. VanHoose,Republican,857,173,1030
Gratiot,"City of Alma, Precinct 3",Register of Deeds,,Write-in,,30,5,35
Gratiot,"City of Alma, Precinct 3",Register of Deeds,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",Register of Deeds,,Under Vote Count,,305,31,336
Gratiot,"City of Alma, Precinct 3",Road Commissioner,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",Road Commissioner,,John H. Wilson,Republican,851,171,1022
Gratiot,"City of Alma, Precinct 3",Road Commissioner,,Write-in,,31,6,37
Gratiot,"City of Alma, Precinct 3",Road Commissioner,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",Road Commissioner,,Under Vote Count,,310,32,342
Gratiot,"City of Alma, Precinct 3",Drain Commissioner,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",Drain Commissioner,,Bernard James Barnes,Republican,846,172,1018
Gratiot,"City of Alma, Precinct 3",Drain Commissioner,,Write-in,,30,6,36
Gratiot,"City of Alma, Precinct 3",Drain Commissioner,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",Drain Commissioner,,Under Vote Count,,316,31,347
Gratiot,"City of Alma, Precinct 3",County Commissioner 3rd District,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",County Commissioner 3rd District,,Timothy Gay,Republican,844,170,1014
Gratiot,"City of Alma, Precinct 3",County Commissioner 3rd District,,Write-in,,33,5,38
Gratiot,"City of Alma, Precinct 3",County Commissioner 3rd District,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",County Commissioner 3rd District,,Under Vote Count,,315,34,349
Gratiot,"City of Alma, Precinct 3",Justice of Supreme Court,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",Justice of Supreme Court,,Andrew Fink,,382,87,469
Gratiot,"City of Alma, Precinct 3",Justice of Supreme Court,,Kimberly Ann Thomas,,552,70,622
Gratiot,"City of Alma, Precinct 3",Justice of Supreme Court,,Write-in,,21,4,25
Gratiot,"City of Alma, Precinct 3",Justice of Supreme Court,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",Justice of Supreme Court,,Under Vote Count,,236,48,284
Gratiot,"City of Alma, Precinct 3",Justice of Supreme Court Partial Term,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",Justice of Supreme Court Partial Term,,Kyra Harris Bolden,,626,82,708
Gratiot,"City of Alma, Precinct 3",Justice of Supreme Court Partial Term,,Patrick William O'Grady,,306,70,376
Gratiot,"City of Alma, Precinct 3",Justice of Supreme Court Partial Term,,Write-in,,20,3,23
Gratiot,"City of Alma, Precinct 3",Justice of Supreme Court Partial Term,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",Justice of Supreme Court Partial Term,,Under Vote Count,,239,54,293
Gratiot,"City of Alma, Precinct 3",Judge of Court of Appeals-Incumbent Position,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",Judge of Court of Appeals-Incumbent Position,,Stephen L. Borrello,,770,127,897
Gratiot,"City of Alma, Precinct 3",Judge of Court of Appeals-Incumbent Position,,Write-in,,34,8,42
Gratiot,"City of Alma, Precinct 3",Judge of Court of Appeals-Incumbent Position,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",Judge of Court of Appeals-Incumbent Position,,Under Vote Count,,387,74,461
Gratiot,"City of Alma, Precinct 3",Judge of Court of Appeals-Incumbent Position Partial Term,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",Judge of Court of Appeals-Incumbent Position Partial Term,,Allie Greenleaf Maldonado,,778,130,908
Gratiot,"City of Alma, Precinct 3",Judge of Court of Appeals-Incumbent Position Partial Term,,Write-in,,28,6,34
Gratiot,"City of Alma, Precinct 3",Judge of Court of Appeals-Incumbent Position Partial Term,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",Judge of Court of Appeals-Incumbent Position Partial Term,,Under Vote Count,,385,73,458
Gratiot,"City of Alma, Precinct 3",Judge of Probate Court,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",Judge of Probate Court,,Kristin Bakker,,821,135,956
Gratiot,"City of Alma, Precinct 3",Judge of Probate Court,,Write-in,,27,5,32
Gratiot,"City of Alma, Precinct 3",Judge of Probate Court,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",Judge of Probate Court,,Under Vote Count,,343,69,412
Gratiot,"City of Alma, Precinct 3",City Commissioner,,Ballots Cast,,1192,209,1401
Gratiot,"City of Alma, Precinct 3",City Commissioner,,Roger Allman,,548,84,632
Gratiot,"City of Alma, Precinct 3",City Commissioner,,Andrew Bare,,456,75,531
Gratiot,"City of Alma, Precinct 3",City Commissioner,,Sonia Gibson,,559,89,648
Gratiot,"City of Alma, Precinct 3",City Commissioner,,Greg Mapes,,482,74,556
Gratiot,"City of Alma, Precinct 3",City Commissioner,,Write-in,,52,3,55
Gratiot,"City of Alma, Precinct 3",City Commissioner,,Over Vote Count,,0,0,0
Gratiot,"City of Alma, Precinct 3",City Commissioner,,Under Vote Count,,2667,511,3178
Gratiot,"City of Alma, Precinct 3",Alma Public School Board Member,,Ballots Cast,,1192,209,1401
