id,county,precinct,office,district,candidate,party,election_day,absentee,votes
286,Ottawa,"Allendale Charter Township, Precinct 2",Governor,,Joyce Priscilla Gipson (W),,0,0,0
287,Ottawa,"Allendale Charter Township, Precinct 2",Governor,,Justin Paul Blackburn (W),,0,0,0
288,Ottawa,"Allendale Charter Township, Precinct 2",Governor,,Michael David Kelley (W),,0,0,0
289,Ottawa,"Allendale Charter Township, Precinct 2",Governor,,Michael Ray Deck (W),,0,0,0
290,Ottawa,"Allendale Charter Township, Precinct 2",Governor,,Cast Votes,,1110,588,1698
291,Ottawa,"Allendale Charter Township, Precinct 2",Governor,,Undervotes,,6,2,8
292,Ottawa,"Allendale Charter Township, Precinct 2",Governor,,Overvotes,,2,1,3
293,Ottawa,"Allendale Charter Township, Precinct 2",Governor,,Rejected write-in votes,,1,0,1
294,Ottawa,"Allendale Charter Township, Precinct 2",Governor,,Unresolved write-in votes,,0,0,0
297,Ottawa,"Allendale Charter Township, Precinct 2",Secretary of State,,Jocelyn Benson,DEM,313,267,580
298,Ottawa,"Allendale Charter Township, Precinct 2",Secretary of State,,Kristina Elaine Karamo,REP,750,305,1055
299,Ottawa,"Allendale Charter Township, Precinct 2",Secretary of State,,Gregory Scott Stempfle,LIB,22,7,29
300,Ottawa,"Allendale Charter Township, Precinct 2",Secretary of State,,Christine C. Schwartz,UST,6,1,7
301,Ottawa,"Allendale Charter Township, Precinct 2",Secretary of State,,Larry James Hutchinson Jr.,GRE,4,2,6
302,Ottawa,"Allendale Charter Township, Precinct 2",Secretary of State,,Cast Votes,,1095,582,1677
303,Ottawa,"Allendale Charter Township, Precinct 2",Secretary of State,,Undervotes,,21,8,29
304,Ottawa,"Allendale Charter Township, Precinct 2",Secretary of State,,Overvotes,,2,1,3
305,Ottawa,"Allendale Charter Township, Precinct 2",Secretary of State,,Rejected write-in votes,,1,0,1
306,Ottawa,"Allendale Charter Township, Precinct 2",Secretary of State,,Unresolved write-in votes,,0,0,0
308,Ottawa,"Allendale Charter Township, Precinct 2",Attorney General,,Dana Nessel,DEM,289,251,540
309,Ottawa,"Allendale Charter Township, Precinct 2",Attorney General,,Matthew DePerno,REP,767,318,1085
310,Ottawa,"Allendale Charter Township, Precinct 2",Attorney General,,Joseph W. McHugh Jr.,LIB,20,10,30
311,Ottawa,"Allendale Charter Township, Precinct 2",Attorney General,,Gerald T. Van Sickle,UST,5,1,6
312,Ottawa,"Allendale Charter Township, Precinct 2",Attorney General,,Cast Votes,,1081,580,1661
313,Ottawa,"Allendale Charter Township, Precinct 2",Attorney General,,Undervotes,,35,10,45
314,Ottawa,"Allendale Charter Township, Precinct 2",Attorney General,,Overvotes,,2,1,3
315,Ottawa,"Allendale Charter Township, Precinct 2",Attorney General,,Rejected write-in votes,,1,0,1
316,Ottawa,"Allendale Charter Township, Precinct 2",Attorney General,,Unresolved write-in votes,,0,0,0
318,Ottawa,"Allendale Charter Township, Precinct 2",U.S. House,3,Hillary Scholten,DEM,291,247,538
319,Ottawa,"Allendale Charter Township, Precinct 2",U.S. House,3,John Gibbs,REP,758,315,1073
320,Ottawa,"Allendale Charter Township, Precinct 2",U.S. House,3,Jamie Lewis,LIB,33,11,44
321,Ottawa,"Allendale Charter Township, Precinct 2",U.S. House,3,Louis Palus,WC,9,7,16
322,Ottawa,"Allendale Charter Township, Precinct 2",U.S. House,3,Cast Votes,,1091,580,1671
323,Ottawa,"Allendale Charter Township, Precinct 2",U.S. House,3,Undervotes,,25,10,35
324,Ottawa,"Allendale Charter Township, Precinct 2",U.S. House,3,Overvotes,,2,0,2
325,Ottawa,"Allendale Charter Township, Precinct 2",U.S. House,3,Rejected write-in votes,,1,1,2
326,Ottawa,"Allendale Charter Township, Precinct 2",U.S. House,3,Unresolved write-in votes,,0,0,0
329,Ottawa,"Allendale Charter Township, Precinct 2",State Senate,30,David LaGrand,DEM,253,220,473
330,Ottawa,"Allendale Charter Township, Precinct 2",State Senate,30,Mark Huizenga,REP,810,351,1161
331,Ottawa,"Allendale Charter Township, Precinct 2",State Senate,30,Theodore Petzold,LIB,28,10,38
332,Ottawa,"Allendale Charter Township, Precinct 2",State Senate,30,Cast Votes,,1091,581,1672
333,Ottawa,"Allendale Charter Township, Precinct 2",State Senate,30,Undervotes,,24,10,34
334,Ottawa,"Allendale Charter Township, Precinct 2",State Senate,30,Overvotes,,2,0,2
335,Ottawa,"Allendale Charter Township, Precinct 2",State Senate,30,Rejected write-in votes,,2,0,2
336,Ottawa,"Allendale Charter Township, Precinct 2",State Senate,30,Unresolved write-in votes,,0,0,0
338,Ottawa,"Allendale Charter Township, Precinct 2",State House,89,Sharon McConnon,DEM,258,206,464
339,Ottawa,"Allendale Charter Township, Precinct 2",State House,89,Luke Meerman,REP,817,359,1176
340,Ottawa,"Allendale Charter Township, Precinct 2",State House,89,Cast Votes,,1075,565,1640
341,Ottawa,"Allendale Charter Township, Precinct 2",State House,89,Undervotes,,42,24,66
342,Ottawa,"Allendale Charter Township, Precinct 2",State House,89,Overvotes,,0,1,1
343,Ottawa,"Allendale Charter Township, Precinct 2",State House,89,Rejected write-in votes,,2,1,3
344,Ottawa,"Allendale Charter Township, Precinct 2",State House,89,Unresolved write-in votes,,0,0,0
346,Ottawa,"Allendale Charter Township, Precinct 2",Member of the State Board of Education,,Pamela Pugh,DEM,251,214,465
347,Ottawa,"Allendale Charter Township, Precinct 2",Member of the State Board of Education,,Mitchell Robinson,DEM,233,204,437
348,Ottawa,"Allendale Charter Township, Precinct 2",Member of the State Board of Education,,Tamara D. Carlone,REP,730,323,1053
349,Ottawa,"Allendale Charter Township, Precinct 2",Member of the State Board of Education,,Linda Lee Tarver,REP,705,321,1026
350,Ottawa,"Allendale Charter Township, Precinct 2",Member of the State Board of Education,,Donna Gundle-Krieg,LIB,34,15,49
351,Ottawa,"Allendale Charter Township, Precinct 2",Member of the State Board of Education,,Bill Hall,LIB,38,15,53
352,Ottawa,"Allendale Charter Township, Precinct 2",Member of the State Board of Education,,Ethan Hobson,UST,11,3,14
353,Ottawa,"Allendale Charter Township, Precinct 2",Member of the State Board of Education,,Mary Anne Hering,WC,24,13,37
354,Ottawa,"Allendale Charter Township, Precinct 2",Member of the State Board of Education,,Cast Votes,,2026,1108,3134
355,Ottawa,"Allendale Charter Township, Precinct 2",Member of the State Board of Education,,Undervotes,,207,74,281
356,Ottawa,"Allendale Charter Township, Precinct 2",Member of the State Board of Education,,Overvotes,,2,0,2
357,Ottawa,"Allendale Charter Township, Precinct 2",Member of the State Board of Education,,Rejected write-in votes,,1,0,1
358,Ottawa,"Allendale Charter Township, Precinct 2",Member of the State Board of Education,,Unresolved write-in votes,,0,0,0
361,Ottawa,"Allendale Charter Township, Precinct 2",Regent of the University of Michigan,,Mike Behm,DEM,233,206,439
362,Ottawa,"Allendale Charter Township, Precinct 2",Regent of the University of Michigan,,Kathy White,DEM,225,209,434
363,Ottawa,"Allendale Charter Township, Precinct 2",Regent of the University of Michigan,,Lena Epstein,REP,725,323,1048
364,Ottawa,"Allendale Charter Township, Precinct 2",Regent of the University of Michigan,,Sevag Vartanian,REP,696,304,1000
365,Ottawa,"Allendale Charter Township, Precinct 2",Regent of the University of Michigan,,Eric Larson,LIB,53,17,70
366,Ottawa,"Allendale Charter Township, Precinct 2",Regent of the University of Michigan,,Joe Sanger,UST,15,9,24
367,Ottawa,"Allendale Charter Township, Precinct 2",Regent of the University of Michigan,,Sherry A. Wells,GRE,15,9,24
368,Ottawa,"Allendale Charter Township, Precinct 2",Regent of the University of Michigan,,Kathleen Oakford,NAL,9,9,18
369,Ottawa,"Allendale Charter Township, Precinct 2",Regent of the University of Michigan,,Cast Votes,,1971,1086,3057
370,Ottawa,"Allendale Charter Township, Precinct 2",Regent of the University of Michigan,,Undervotes,,263,96,359
371,Ottawa,"Allendale Charter Township, Precinct 2",Regent of the University of Michigan,,Overvotes,,1,0,1
372,Ottawa,"Allendale Charter Township, Precinct 2",Regent of the University of Michigan,,Rejected write-in votes,,2,0,2
373,Ottawa,"Allendale Charter Township, Precinct 2",Regent of the University of Michigan,,Unresolved write-in votes,,0,0,0
375,Ottawa,"Allendale Charter Township, Precinct 2",Trustee of Michigan State University,,Dennis Denno,DEM,223,204,427
376,Ottawa,"Allendale Charter Township, Precinct 2",Trustee of Michigan State University,,Renee Knake Jefferson,DEM,224,208,432
377,Ottawa,"Allendale Charter Township, Precinct 2",Trustee of Michigan State University,,Mike Balow,REP,725,315,1040
378,Ottawa,"Allendale Charter Township, Precinct 2",Trustee of Michigan State University,,Travis Menge,REP,717,315,1032
379,Ottawa,"Allendale Charter Township, Precinct 2",Trustee of Michigan State University,,Claranna Gelineau,LIB,41,16,57
380,Ottawa,"Allendale Charter Township, Precinct 2",Trustee of Michigan State University,,Max Riekse,LIB,35,16,51
381,Ottawa,"Allendale Charter Township, Precinct 2",Trustee of Michigan State University,,Robin Lea Laurain,GRE,12,7,19
382,Ottawa,"Allendale Charter Township, Precinct 2",Trustee of Michigan State University,,Cast Votes,,1977,1081,3058
383,Ottawa,"Allendale Charter Township, Precinct 2",Trustee of Michigan State University,,Undervotes,,259,101,360
384,Ottawa,"Allendale Charter Township, Precinct 2",Trustee of Michigan State University,,Overvotes,,0,0,0
385,Ottawa,"Allendale Charter Township, Precinct 2",Trustee of Michigan State University,,Rejected write-in votes,,2,0,2
386,Ottawa,"Allendale Charter Township, Precinct 2",Trustee of Michigan State University,,Unresolved write-in votes,,0,0,0
389,Ottawa,"Allendale Charter Township, Precinct 2",Governor of Wayne State University,,Danielle Atkinson,DEM,226,205,431
390,Ottawa,"Allendale Charter Township, Precinct 2",Governor of Wayne State University,,Marilyn Kelly,DEM,214,214,428
391,Ottawa,"Allendale Charter Township, Precinct 2",Governor of Wayne State University,,Christa Murphy,REP,733,310,1043
392,Ottawa,"Allendale Charter Township, Precinct 2",Governor of Wayne State University,,Craig Wilsher,REP,705,314,1019
393,Ottawa,"Allendale Charter Township, Precinct 2",Governor of Wayne State University,,Bruce Jaquays,LIB,41,18,59
394,Ottawa,"Allendale Charter Township, Precinct 2",Governor of Wayne State University,,Marc Joseph Sosnowski,UST,15,6,21
395,Ottawa,"Allendale Charter Township, Precinct 2",Governor of Wayne State University,,Susan Odgers,GRE,16,9,25
396,Ottawa,"Allendale Charter Township, Precinct 2",Governor of Wayne State University,,Paul Joseph Foust (W),,0,0,0
397,Ottawa,"Allendale Charter Township, Precinct 2",Governor of Wayne State University,,Cast Votes,,1950,1076,3026
398,Ottawa,"Allendale Charter Township, Precinct 2",Governor of Wayne State University,,Undervotes,,284,106,390
399,Ottawa,"Allendale Charter Township, Precinct 2",Governor of Wayne State University,,Overvotes,,1,0,1
400,Ottawa,"Allendale Charter Township, Precinct 2",Governor of Wayne State University,,Rejected write-in votes,,2,0,2
401,Ottawa,"Allendale Charter Township, Precinct 2",Governor of Wayne State University,,Unresolved write-in votes,,0,0,0
403,Ottawa,"Allendale Charter Township, Precinct 2",County Commissioner,8,Sylvia Rhodea,REP,877,375,1252
404,Ottawa,"Allendale Charter Township, Precinct 2",County Commissioner,8,Cast Votes,,877,375,1252
405,Ottawa,"Allendale Charter Township, Precinct 2",County Commissioner,8,Undervotes,,222,207,429
406,Ottawa,"Allendale Charter Township, Precinct 2",County Commissioner,8,Overvotes,,0,0,0
407,Ottawa,"Allendale Charter Township, Precinct 2",County Commissioner,8,Rejected write-in votes,,20,9,29
408,Ottawa,"Allendale Charter Township, Precinct 2",County Commissioner,8,Unresolved write-in votes,,0,0,0
411,Ottawa,"Allendale Charter Township, Precinct 2",Justice of Supreme Court,,Richard Bernstein,,301,226,527
412,Ottawa,"Allendale Charter Township, Precinct 2",Justice of Supreme Court,,Kyra Harris Bolden,,209,166,375
413,Ottawa,"Allendale Charter Township, Precinct 2",Justice of Supreme Court,,Paul Hudson,,377,210,587
414,Ottawa,"Allendale Charter Township, Precinct 2",Justice of Supreme Court,,Kerry Lee Morgan,,118,44,162
415,Ottawa,"Allendale Charter Township, Precinct 2",Justice of Supreme Court,,Brian Zahra,,488,256,744
416,Ottawa,"Allendale Charter Township, Precinct 2",Justice of Supreme Court,,Cast Votes,,1493,902,2395
417,Ottawa,"Allendale Charter Township, Precinct 2",Justice of Supreme Court,,Undervotes,,736,280,1016
418,Ottawa,"Allendale Charter Township, Precinct 2",Justice of Supreme Court,,Overvotes,,1,0,1
419,Ottawa,"Allendale Charter Township, Precinct 2",Justice of Supreme Court,,Rejected write-in votes,,7,0,7
420,Ottawa,"Allendale Charter Township, Precinct 2",Justice of Supreme Court,,Unresolved write-in votes,,0,0,0
422,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,James Robert Redford,,660,321,981
423,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Cast Votes,,660,321,981
424,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Undervotes,,444,270,714
425,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Overvotes,,0,0,0
426,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Rejected write-in votes,,15,0,15
427,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position 6 Year Term,,Unresolved write-in votes,,0,0,0
430,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Christopher Yates,,656,320,976
431,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Cast Votes,,656,320,976
432,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Undervotes,,456,269,725
433,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Overvotes,,0,0,0
434,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Rejected write-in votes,,7,2,9
435,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Incumbent Position Partial Term Ending 01/01/2025 - Vote for,,Unresolved write-in votes,,0,0,0
438,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Kathleen A. Feeney,,354,231,585
439,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Raymond P. Voet,,402,198,600
440,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Cast Votes,,756,429,1185
441,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Undervotes,,359,162,521
442,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Overvotes,,0,0,0
443,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Rejected write-in votes,,4,0,4
444,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Court of Appeals 3rd District Non-Incumbent Position,,Unresolved write-in votes,,0,0,0
446,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit Incumbent Position,,Kent D. Engle,,523,293,816
447,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit Incumbent Position,,Karen Jongekrijg Miedema,,487,286,773
448,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit Incumbent Position,,Cast Votes,,1010,579,1589
449,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit Incumbent Position,,Undervotes,,1221,601,1822
450,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit Incumbent Position,,Overvotes,,0,0,0
451,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit Incumbent Position,,Rejected write-in votes,,7,2,9
452,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit Incumbent Position,,Unresolved write-in votes,,0,0,0
454,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit New Judgeship,,Paul Kraus,,509,279,788
455,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit New Judgeship,,Mercedes Watts,,249,151,400
456,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit New Judgeship,,Cast Votes,,758,430,1188
457,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit New Judgeship,,Undervotes,,354,159,513
458,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit New Judgeship,,Overvotes,,1,1,2
459,Ottawa,"Allendale Charter Township, Precinct 2",Judge of Circuit Court 20th Circuit New Judgeship,,Rejected write-in votes,,6,1,7
